,no,author,content,true-author
2321,00083,candidate00012," , hope this helps. Let me know if you need anything else. Thanks. ",candidate00012
2322,00084,candidate00012," , after talking with , we need to change Slide 6 to say: Invoice and Measurement statemenst added to website Imbalance statements will not be added until next year. I will talk about this in my presentation. Thanks. ",candidate00012
2323,00085,candidate00012," , just an FYI. This is the spreadsheet for ENA on NNG, plus some major interconnect info. Thanks. ",candidate00012
2324,00086,candidate00012, TK and I haev reviewd and agree with the statement. Thanks. ,candidate00012
2325,00087,candidate00012," , there are no changes from last heating season. We are just trying to refresh everyone's memor as to the current procedures. Thanks. ",candidate00012
2326,00088,candidate00012," Pilar, I have another meeting at this time, so I will not be able to attend. Thanks. ",candidate00012
2327,00089,candidate00012," , let's go forward with this training. Is there anything else you need from us? Thanks. ",candidate00012
2328,00090,candidate00012," and Terry, where are we on this budget. I want to be sure there are not issues coming up while is on vacation !!!! Thanks. ",candidate00012
2329,00091,candidate00012," Raetta, are all our questions answered? Thanks. ",candidate00012
2330,00092,candidate00012, looks good. I have a call into to get her opinion on the 9/30 target date. But you can go ahead and get this to . Thanks. ,candidate00012
2331,00093,candidate00012, Can you get this note to the people working next weekend. Thanks. ,candidate00012
2332,00094,candidate00012," , looks good to me. I really appreciate you getting these done. Thanks. ",candidate00012
2333,00095,candidate00012, Sounds good to me. It leaves us some flexibility. Thanks. ,candidate00012
2334,00096,candidate00012," , here is the other email I got on expense report. Thank.s ",candidate00012
2335,00097,candidate00012," , right now I am planning on coming in Friday night, late since I could not get there Saturday morning. So hope all works out. If not I am sure I can find something to do on Saturday. Thanks. ",candidate00012
2336,00098,candidate00012," , have you seen this? Are you familiar with the info? I have a meeting at 3:00 with Fancler, Tracy and Weller on the EPPI issues. Just wondered if you have any detail on this attachment I need to understand? Thanks. ",candidate00012
2337,00099,candidate00012," , FYI. If you can attend that would be great. Thanks. ",candidate00012
2338,00100,candidate00012," , very good memo. Thanks for covering the basis internally on these issues. ",candidate00012
2339,00101,candidate00012, Do any of you know if we use this Right Fax? Thanks. ,candidate00012
2340,00102,candidate00012," , I do not see any overlap. Looks good to me. Thanks. ",candidate00012
2341,00103,candidate00012," , please add the following as the second bullet OFO/PRIMARY FIRM REQUIREMENTS Can NNG call shippers back to primary firm receipt points? ",candidate00012
2342,00104,candidate00012," Terry, would you please attend for me. Thanks. ",candidate00012
2343,00105,candidate00012," Yes, I am playing. Would you have send me a message? Thanks. This is fun!!!! ",candidate00012
2344,00106,candidate00012, It's a surprise!!!!!!!!!!! - We had a choice of 2 different sizes and is checking on some info for us. Thanks. lynn ,candidate00012
2345,00107,candidate00012," , the DCC (downstream capacity constraint) code was to acknowledge that the downstream is the constraint vs our pipeline being the constraint. We are working with and to come up with existing codes to use for Needles and Nigas. Thanks. ",candidate00012
2346,00108,candidate00012," , where are we on training? Are we OK for end of month billing? THanks. ",candidate00012
2347,00109,candidate00012," , things were quite on NNG and TW overall for the weekend. For all three pipes the reps had to go through RAZ to get into TMS on Saturday morning. Although, the customers were able to get in OK, but the system was slow. System was fixed by 11:30 a.m. Saturday morning. On TW - For Gallop has sent you an update. Overall for TW the prices for the east are not covering variables to go west, therefore most of the gas is staying in the east market. Thanks. ",candidate00012
2348,00110,candidate00012," Joe, are you and up to speed on this ElPaso outage on the 26th? Any concerns on our side? Thanks. ",candidate00012
2349,00111,candidate00012," Since I missed part of the meeting Friday, what was the to do on this topic? Thanks. ",candidate00012
2350,00112,candidate00012," , I can go either way. If you guys want to meet and then I can catch up with that is fine. I just wanted to be sure we got you the answers you needed. Thanks. ",candidate00012
2351,00113,candidate00012," So, why did only and readily respond? Thanks. ",candidate00012
2352,00114,candidate00012, Talk about a blast from the past. Thought you might like to see this. Thanks. ,candidate00012
2353,00115,candidate00012, what about this Tqhursday for lunch? Are you available? Thanks lynn ,candidate00012
2354,00116,candidate00012," , I have received my new card and destroyed my old card. Thanks. Blair ",candidate00012
2355,00117,candidate00012, One of you may want to set in on this meeting. If not I can bring you up to speed. Thanks. ,candidate00012
2356,00118,candidate00012," , is gone until tomorrow afternoon. See if or can help out. Thanks. ",candidate00012
2357,00119,candidate00012," , just some comments. At the end do we want to say Customer Services Rep instead of Market Service Rep. and should we put the Hottap help desk phone number in that particular Hottap help desk bullitt. Just a thought. Otherwise looks great. Thanks. ",candidate00012
